review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,predicted_classification
Unknown,General,Anonymous,,"20. The flight with Frontier Airlines was average. The seats were a bit hard, but the overall experience was satisfactory.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,6. I flew with Turkish Airlines. The cabin crew was courteous and the flight was smooth. The food was average.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. ""My flight with Airline K was okay. The cabin was clean, but the temperature was a bit too cold.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,19. Aer Lingus had a timely departure and arrival. The seats were average in terms of comfort.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. The Delta Airlines flight was fine, with on-time departure and arrival. The seat comfort was average.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. Air India: The flight was on schedule and the check-in process was smooth, but the food was just okay.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. The service on Lufthansa was as expected from a major airline. The staff was efficient, but the legroom was a bit tight.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. The flight attendants on Airline D were professional, albeit a bit distant.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. Virgin Atlantic's flight was smooth, the staff was courteous but the in-flight entertainment could be improved.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. Airline K provided a prompt baggage service, however, the quality of their in-flight meal was quite average.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"16. Airline M's pricing was reasonable, though the additional charges for extra baggage were high.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. Delta Air Lines provided a good service, their in-flight Wi-Fi was a nice touch but it was a bit slow at times.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. My trip with Qantas was fine. The aircraft was neat, the staff was courteous, and the in-flight entertainment was adequate.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,2. Airline Y offered a comfortable flight but could use some updates on their in-flight entertainment system.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"17. ""The flight crew of Airline Q was courteous. The flight departed on time, but the legroom was limited.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,10. The staff on Airline G was courteous. The airplane itself was a bit outdated but the flight went smoothly.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. ""The flight with Southwest Airlines was okay. The check-in process was smooth and the flight departed on time.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. ""Airline I's flight was on schedule with no major issues. The seats were a bit stiff and uncomfortable.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"2. ""Qantas was reliable with on-time departures and arrivals. The in-flight entertainment could be updated, though.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,6. The legroom in Airline C's economy class is average but the meal options are quite diverse.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"11. Cathay Pacific: The flight was on time and the staff was polite, but the food was just average.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. My flight with Airline S was generally good. The boarding process was efficient, but the in-flight entertainment options were limited.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. Lufthansa's service was efficient. The boarding was timely, but the in-flight entertainment options were somewhat limited.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"13. Turkish Airlines provided an okay service, the flight was smooth but the food could have been better.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,13. Flew with United Airlines from Chicago to Los Angeles. The seats were average and the flight was on time.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"20. EasyJet's service was okay, the flight was on time but the legroom was a bit cramped.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. ""Airline M's staff were polite and the flight was comfortable. However, the in-flight meal could have been better.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,4. My experience with Airline A was okay. The leg room was a bit tight but the service was prompt.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"19. I traveled with Aer Lingus. The flight was on time, the crew was helpful, but the food was quite mediocre.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"5. ""My flight with United was on time and the flight attendants were polite. The legroom was a bit tight, but typical for economy class.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"4. ""I flew with Airline A. The seats were quite comfortable but the cabin was a bit chilly.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. The seats on Airline L were comfortable, but the cabin temperature was a bit too cold.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,7. My flight with Qatar Airways was fine. The aircraft was clean but the food was just average.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. ""Airline F had a well-maintained aircraft and the flight was on schedule. The meal options could have been better.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. My flight with Southwest was routine. Comfortable seats, and the crew was professional.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. Flew with Airline C recently. The seats were a bit cramped, but the crew was courteous.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. ""My experience with Airline K was ordinary. The flight was a bit noisy but the staff was friendly.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"13. ""The Turkish Airlines flight was uneventful. The seats were comfortable and the service was routine.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. ""The staff on Airline F were polite, though not particularly warm. The seats were comfortable enough for the long flight.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. ""Airline L delivered an ordinary flight experience. The crew was efficient, however, the in-flight Wi-Fi was not working.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"12. Emirates served a routine flight. The onboard entertainment was good, but the boarding process was somewhat slow.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"19. ""Alaska Airlines' flights are mostly on time, but the seating in economy class is just satisfactory.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. The flight with Turkish Airlines was alright. The in-flight entertainment could use more variety, but the staff was friendly.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,19. Airline P's baggage handling was efficient. The in-flight entertainment system had a good variety of options.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. ""The flight attendants on Airline M were professional. The meal options were limited, but the beverages were good.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. On my flight with Airline Y, the departure was slightly delayed. The in-flight entertainment was decent, and the seat comfort was satisfactory.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,2. Flew with British Airways from London to New York. The legroom was reasonable and the cabin crew was professional.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,2. The flight with Airline Y was unremarkable. The staff were polite and did their job efficiently.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. British Airways: The flight attendants were professional, but the in-flight entertainment could be upgraded.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. I flew with Airline Z from LA to NY. The ticket price was reasonable, but the legroom was a bit tight.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. My flight with Virgin Atlantic was generally good. The seats were comfortable, but the in-flight entertainment could use an upgrade.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. Air France's flight was fine. The staff was polite and the legroom was adequate, but the food was just okay.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,6. Airline C's flight attendants were professional. The flight departed and arrived as scheduled.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,8. My experience with Spirit Airlines was fairly basic. The seats were a bit cramped but the flight was cost-effective.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,15. The boarding process with Airline L was efficient. The flight itself was comfortable enough for a short journey.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,20. My journey with Aer Lingus was okay. The check-in process was efficient and the flight was punctual. The in-flight entertainment could have been better.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. ""The in-flight entertainment on Airline Z was decent. The food could have been better, but it was not terrible.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. The Singapore Airlines flight was okay. The food could be improved, but the staff was polite.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,13. The Turkish Airlines flight was usual with no surprises. The food was fine and the service was acceptable.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"20. Airline Q provided a satisfactory flight experience with punctual departure and arrival, but the seats could have been more comfortable.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. Turkish Airlines: The flight was quite comfortable and the staff was courteous. However, the meal options could be improved.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. ""Flight with Airline Y was on schedule. The staff was professional, however the in-flight entertainment selection could be better.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,12. Airline I's business class lounge was decent with a good range of snacks and beverages. The WiFi on the flight was average.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"20. Airline Q's flight was okay. The in-flight entertainment options were limited, but the flight departed and arrived on time.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"15. My flight with Airline L was okay. The seats were not the most comfortable, but the flight was punctual.",,,,,,Neutral,Generated,synthetic,Positive
