review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
Montevideo,airport,Enrique Simeone,2013-07-15,Brilliant Airport  new clean clear spacious Shame so few airlines do fly into MVD,8.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.10094545454545457
Venice Marco Polo,airport,G Parlyne,2024-02-10,I am writing to express my heartfelt gratitude to the staff of Lost  Found at the Venice airport At arrival at Venice Marco Polo airport my suitcase was lost The staff there was very helpful throughout the process in my application and delivery of my suitcase to my home address The luggage was delivered within  hours So I was delighted with the service and want to give credit to staff and delivery Thank you,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Lugano,airport,Riccardo Cerutti,2008-02-25,LuganoAgno is a little airport maybe the smallest in Switzerland but I think its the most efficient Its commercial says Youll be in the air in  minutes and its the truth I think its a great airport,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.8017500000000001
Aircalin,airline,1 reviewsF Cantall,2019-01-06,Noumea to Tokyo in economy and it was a good experience for a  hrs flight The crew was warm and welcoming The seat was comfortable with a lot of space for my legs and the entertainment system was complete However the A cabin looked quiet old but these aircraft have to be replaced by mid  The food was correct but not exceptional Overall it was an appreciable flight,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Melbourne Avalon,airport,Tim Costello,2012-10-13,Living in Geelong this airport is great  mins from my parents place and traffic is rarely a problem Check in is quick quicker with no bags  check in online the night before stroll through security and a short walk onto the plane Only criticism is that the airport is small  gates and only  bar  cafe and  newsagents Hopefully with the new International terminal theyre cleared to build theyll upgrade the domestic terminal too,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Dolomiti,airline,1 reviewsLuciano Zaffarano,2023-09-18,Nice surprise as an Italian I appreciated a lot the food which could be bought on board Pasta alla Norma  Red wine Valpolicella Professional and friendly staff tasting and authentically Italian food Proud as Italian to feel these kind of attentions to flyers Strongly suggested,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
AirAsia X,airline,35 reviewsT Morten,2025-02-02,AirAsia keeps getting better its hard to believe they are a budget airline The ground crew was efficient and accommodating the cabin crew was attentive and friendly and the seats were clean and comfy We chose the Thai vegetarian Penang Curry that was yummy Big tip for this flight Tokyo to Bangkok  book a window seat on the right side of the aircraft if you want to get an incredible aerial view of Mount Fuji,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Finnair,airline,Philippe Gimenez,2025-02-24,Smooth flight and comfortable seat Premium economy still a good value on Finnair The cabin chief was competent as I got a problem with only one choice of meal Im platinum and I was upset to see the poorest service during the dinner on board  he went to apologize so its good but when you pay  euros you expect a better service concerning the food The flight attendants have to be more smiley,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Hartford,airport,M Auerbach,2010-02-24,Security thorough and lines short  thrilled to find that one of the TV monitors at the Southwest gates showed the local PBS channel  a nice alternative to the usual cable news and sports programming Custodial staff cleaned gate areas twice in one hour Spacious naturally lit gate area was a nice oasis from usually crowded departure areas,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Singapore Changi,airport,A Dobbins,2024-12-16,My husband and I are transferring today to the USA We got off our plane from Bangkok and wanted to see the waterfall in the airport A wonderful kind and very helpful Changi Service Ambassador Tan Mey showed us the way to see the waterfall The train TT takes you past the waterfall You can see it after am,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Koryo,airline,25 reviewsAlain Kupferman,2019-05-19,Beijing to Pyongyang Comparing an intraEuropean flight of  hours and this flight practically no differences clean aircraft nice stewardesses punctual simple food good and attentive service a normal standard,7.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.22799999999999992
Guilin Liangjiang,airport,J Drolet,2010-11-01,A fairly small airport by Chinese standards but then again so is Guilin At checkin they waved me over to check in at the VIP line even though I was flying economy nice of them Despite being small this airport has a nice decor  is clean Going through security quite smooth  efficient My main complaint is at departures gates many people smoking  not much in the way of snacks unless you like strange looking Chinese treats that have no English,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Jetairfly,airline,R Kallenburg,2016-10-17,Brussels to Punta Cana with Jetairfly on Boeing  I was really surprised about this professional service and crew Very good entertainment decent food new plane and friendly service I was lucky to be on a plane which was not fully booked,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Jazz,airline,Richard Leclerc,2015-12-02,Friendly flight attendant who take care of the passengers efficiently Excellent flight but the cabin of the Dash  needs a very serious refresh and more confortable seats The flight time was respected On the gate the employees of Air Canada Jazz offer a good service,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Estonian Air,airline,U Robertinho,2013-09-02,Stockholm  Tallinn  Kiev and back Clean and nice Embraer on the first leg and a new CRJ on the second Overall a pleasant experience Transit at the small Lennart Meri ariport in Tallinn smooth and easy Staff rather dull but agreeable I would gladly fly with them again,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Barbados Grantley Adams,airport,A Bristow,2019-01-31,I had arrived two weeks ago had cruises then returned to airport for return to UK Plane had a technical fault so going nowhere for  hrs The check in immigration security shop staff cleaners handling agents were brilliant So helpful and cheerful food pretty good as well All in all an experience that they helped to make easier and I appreciate that very much thank you Grantley Adams Airport Barbados,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Iran Aseman Airlines,airline,Pieter van Buul,2011-08-15,AZDMHD Aseman is one of the only airlines that provides domestic flights between Yazd and Mashad Tickets are cheap and service is ok There was a delay of  hr which feels endless waiting at a small domestic airport Despite the delay the flight was comfortable on a Fokker  aircraft Not much legroom but fine for a flight of about  mins Some snacks were included and that was ok Friendly staff,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Hangzhou,airport,1 reviewsA Usman,2017-01-15,Landed at Hangzhou Airport around  using AirAsia X from Kuala Lumpur Immigration clearance was smooth and no hassle I claimed my luggage in just a few minutes Washroom services are as good as other airports in China The only lacking is the number of available seats on the departure floor at the checkin counters area,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Jacksonville,airport,Matthew Weaver,2023-09-05,The gate agents are great but they might have the most inefficient TSA security checkpoint Ive ever witnessed It took them around  minutes to scan  bags and only one was flagged out of the  They seem to be the only airport where the analogic machines have actually made the security checkpoint slower which is wild considering the technology of those things Everywhere else seems to have competent people to run them,1.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Colorado Springs,airport,Scott Franks,2016-01-09,Great airport to travel from and return to No great distances to walk easy access to check in counters TSA actually seems to care and think rather than defaulting to lowest level of acceptable service ie  Denver Early morning flights are great as the food court has great breakfast burritos and coffee The only problem seems to be the luggage getting from the plane back to you Once you have your bags the rest of the trip out is a breeze,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Medina,airport,P Morrison,2017-09-26,Convenient location  only  mins from the Mosque Excellent modern facilities Nice simple elegant layout with steelwork reflecting date palm trees Convenient location of cafetarias toilets and prayer rooms Friendly staff and security personnel Clean and tidy Ample seating facilities,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.5913333333333333
HiSky,airline,C Keene,2025-03-03,Very impressed with HiSky The trip from JFK and back from OTP was on par with major airlines we had entertainment and good food I loved the breakfast Romanian sausages  crenwurst  The flight attendants were pleasant and helpful flight was on time each way It would be useful if they partnered with United or a US airline to connect flights Right now its a hassle to connect into JFK on two tickets,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Wings Air,airline,47 reviewsW Garner,2019-12-11,Kaimana to Manokwari Plane left  and arrived  minutes late  really on time in this part of the world The check in staff were very flexible about cabin luggage size On board seats were reasonably comfortable and crew pleasant,7.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.19599999999999998
Roland Garros,airport,19 reviewsLaurent Charpentier,2017-08-22,Arrival on Sunday morning  Apr Good airport quick luggage delivery clean airport Departure on Thursday evening  Apr Check in correct  no air conditioning very hot temperature more than C on the evening very crowded due to small boarding lounge and not enough seats Only one small bar in international area for more than  large aircraft B departing at the same time,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
StarFlyer,airline,Olivier Ragu,2008-07-25,TokyoOsakaTokyo Starflyer has the best costperformance ratio of the market very comfortable leather seat in A Easy to get emergency exit at check in when requested but still at least  inch legroom Drink service PTV footrest for  hour flight and professional attendants At a unbeatable rate when booking a bit in advance even less than the Shinkansen The only drawbacks are the lack of frequency for Osaka comparing to JL or NH still OK with  flights per day,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Granada,airport,Henry Tib,2011-12-03,Arrived on the last evening flight from Barcelona tourist desk very helpful and received our luggage within  minutes No taxis available so took the airport bus driver was very helpful and even dropped us a short distance from our hotel,8.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.1632
QantasLink,airline,178 reviewsJohn Curtain,2024-08-18,A short but enjoyable flight Staff were friendly and helpful  Check in was easy and the plane left on time  A small snack was provided which is fine on so short a flight They also offered free beer and wine which was a nice surprise,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
FlySafair,airline,M Halbene,2024-05-20,On December st  I had booked a flight for my dad and his brothers to Cape Town I joined them we were helped by Thabile Mchunu at Counter  and she was absolutely amazing My elders had never taken a flight before and he kindness and friendliness was amazing and helpful to calm the nerves,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Algiers,airport,Anes Haouar,2019-03-18,The Algiers airport terminal  was not so good because they dont have many shops or restaurants the toilet was not clean and design of the building was not good But the new Algiers airport terminal  was so big with a modern design and the second name of this terminal is the door of Africa that means it connects Africa with the world terminal  has so many shops or restaurants and it was comfortable in the vip lounge,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Martinair,airline,A Rochard,2008-11-06,YYZAMSYYZ Legroom was okay got the exit row on the way back Food decent for a charter Seat width normal unlike Air Transat they dont squeeze an extra row of seats in I didnt feel the need to upgrade to Economy plus The personal entertainment device portable hard drive with monitor was great Worth the  euro on the day flight back,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Birmingham-Shuttlesworth,airport,Don Orlando,2017-02-10,BirminghamShuttlesworth Airport is absolutely exceptional across the board Modern well laid out and astonishingly clean Good facilities throughout Parking easy and close to the terminal The modernization of all the facilities done smoothly I live  miles away close to another commercial airport but gladly drive the three hour round trip to fly from BHM as I will in April,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Montenegro Airlines,airline,Larry McElroy,2015-08-05,My son and I flew them in June  from Copenhagen to Podgorica It was an older F aircraft but quite comfortable In fact we commented on how far the seats reclined The flight attendants were nice and the cockpit crew did a nice job getting us there safely We departed on time and arrived on time No complaints,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Fukuoka,airport,7 reviewsTeng Yong Khoo,2018-05-30,Long immigration queues are the main factor why the Queuing Times section receives only  stars However the airport staff were polite and friendly which gives some merits on staff service,6.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.19549999999999998
Tulsa International,airport,B Williams,2018-01-06,Tulsa International Airport is in my opinion one of the easiest airports to navigate Its not super large and everyone is very friendly We were able to ride a free shuttle to our car as it was about  degrees when we arrived The man driving the shuttle was very nice and took us all the way to our car It was very convenient and nice,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air KBZ,airline,P Ryan,2016-03-25,Yangon to Thandwe and pleasantly surprised by Air KBZ Snacks served onboard  seats generally comfortable Organisational issues with boarding and a slight delay in departure from Yangon Check in at RGN was not very organised however once inside the departure terminal  ground staff were more helpful They give you a coloured sticker to put on your shirt to ensure you get on the correct flight Would use again,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Ellinair,airline,G Stoykovich,2019-06-14,Mykonos to Thessaloniki  A short super enjoyable flight  Everything went well on both flights the planes were nice and clean crew presentable professional and helpful and the flights on time short and so enjoyable  I kept looking through the windows at the islands we were flying over beautiful Both flights were under  minutes long we even got a small bottle of water coffee a cookie and a wet towel I can totally recommend Ellinair,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Alderney,airport,J Tydeman,2013-07-20,Flew into Alderney from Southampton A lovely little airport Very relaxed friendly staff and a good shop and cafe very good considering the airport is tiny Taxis waiting right outside the main entrance and it only takes about  minutes if that to get from the aircraft to the terminal entrance Very good all round,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cusco,airport,19 reviewsM García,2017-01-11,Cusco airport is not big but it is very organized and does have boarding bridges This airport m high from sea level Excellent view from aircrafts This airport is always busy There are some shops and staff are helpful However it does need more seating because I saw many passengers standing up Free wifi is only available for  minutes,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Bassaka Air,airline,S Mahoney,2018-01-24,Flew Phnom Penh to Siem Reap with Bassaka Air Nice short domestic flight with a very courteous B crew nothing but smiles and the Best of Cambodian hospitality during this  minute flight Was the cheapest option at  incl baggage and an onboard refreshment and everything went smoothly througout Would definitely recommend,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Blue Islands,airline,M A Collie,2023-11-01,Comfortable enough flight which was fairly on time We were surprised that there was no catering on this flight of about  hours Only took hand baggage,7.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.1728
Turkmenistan Airlines,airline,C Lee,2024-10-11,The seat was spacious but the recline function was lost on my seat Crew were friendly They offered one meal plus one snack for just  hours The onboard announcement was inaccurate that they claimed to be landing soon  hours before the actual landing Surprisingly personal onboard entertainment was offered,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Vnukovo,airport,Eric Meyer,2014-02-17,Excellent security Left my laptops by mistake at security and went to my plane I noticed once in the plane While I couldnt deboard the staff and pilot called security and they were found and brought to lost and found A friend picked them up  days later,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cairo,airport,N Kalinentov,2024-02-26,One of the best African airports that i have ever been to I had worries at first before going through terminal  but to my surprise the whole experience was stressfree and enjoyable The airport atmosphere was very pleasant the checkin was quick and courteous the duty free shops had some good and reasonably priced items and there were also some decent looking food outlets the washrooms are well maintained and staff were friendly despite their limited proficiency of English language,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Dolomiti,airline,1 reviewsLuciano Zaffarano,2023-09-18,Nice surprise as an Italian I appreciated a lot the food which could be bought on board Pasta alla Norma  Red wine Valpolicella Professional and friendly staff tasting and authentically Italian food Proud as Italian to feel these kind of attentions to flyers Strongly suggested,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
InterSky,airline,-,2008-03-02,FDHTHF Friendly staff clean aircraft with comfortable leather seats Orders for drinks and snacks taken and served individualy Prices on their inflight menu are OK Landing in Berlins Tempelhof airport is a fantastic experience Too bad the airport is due to be closed soon Even with bags to claim aircraft to subway station took less than  Minutes Beat that,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Mauritius,airport,S Koh,2023-04-24,Overall a great airport with great facilities and ample outlets to eatdrinkshop The only issue about this airport is the queues at immigration and security which is serious For instance immigration at arrival took  minutes although there were only  people in front of me and this was because only  windows were open for processing,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Karthago Airlines,airline,Jim Vincent,2009-09-07,The food wasnt that great and theres no inflight entertainment but we were comfortable and had our iPods With regards to the cleanliness of the aircraft weve been on worse We found the cabin crew to be friendly their English is not great and they all had smiles I think if you expect high standards from a  star airline youre bound to come home and write negative reviews Overall we were happy with what we got,6.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Santo Domingo,airport,E Williams,2014-03-04,Excellent both coming and going Good selection of shops and restaurants Layout easy to navigate Well signposted in both Spanish and English Clean throughout Ample restroom facilities Best of all the passportcustoms control personnel both incoming and outgoing are courteous efficient and multilingual They smile  I hope they can give US officers the basic lesson  Corners of mouth go up not down,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Dundee,airport,Janet Smith,2008-10-12,Beautiful views on takeoff free longterm parking nice friendly efficient staff and so convenient if you live between Edinburgh and Aberdeen But does it really have to be so prohibitively costly for the nonbusiness and small business traveler The dreary trek to Edinburgh by train and bus or even car adds  hours but saves hundreds of pounds Whens Easyjet coming to Leuchars Air France needs some competition,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Xiamen Airlines,airline,Mohammad Jawhar,2024-11-08,Highly recommended airline offering excellent value for money I booked my flight from Bali to Doha via Xiamen and received three full meals a hour entry permit to explore Xiamen during my hour transit a free single hotel room and a free shuttle from airport to hotel all for  It is simply incredible to believe that you can fly from Bali to China to Doha for only,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Southwest Airlines,airline,38 reviewsMahmud Noormohamed,2025-02-14,On time departure and arrival for all  flights Flights were relatively smooth Aircraft clean with friendly flight crew providing the usual no frills service IFE worked flawlessly with a good selection of movies DALHOU CUNBNA and BNADAL were on B aircraft This type of aircraft has no power ports to charge personal devices Further there are no trays in the armrest in row  HOUCUN was BMAX This is a gorgeous aircraft with large overhead bins and mood lighting,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Volotea,airline,Jokiñe Moragues,2025-03-22,Es una aerolnea fantstica el personal es muy amable el precio muy asequible Me gustara que hubiera vuelos a ms lugares A Gran Canaria solamente hay dos vuelos a la semana desde mi lugar de residencia estara mejor que hubiera mas  Its a fantastic airline the staff is very friendly and the prices are very affordable I wish there were flights to more places There are only two flights a week to Gran Canaria from where I live more would be better,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
LAN Peru,airline,E Dannell,2017-05-29,Los Angeles to Cusco via Lima We were pleasantly surprised when Lan Airlines delivered our luggage  hour from the airport the day after we landed American Airlines in the US didnt tell us sbout collecting our luggage in Lima before flying to Cusco must go through Customs so it never arrived in Cusco Lan Airlines Personnel were very helpful to fill the forms out and to deliver was unexpected Thanks for helping make our trip great,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Ryanair,airline,E Klein,2025-01-26,Love Ryanair efficiency Does what is says on the packet nothing pretentious Crew were great and even managed to go down with aisle with the trolley on a  minute flight My th flight with them just wish they flew to Frankfurt theyd get all my euro business,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Valencia,airport,40 reviewsR Kersin,2024-02-26,A moderate sized airport with fast security processing times decent dutyfree shopping and enough seats with a power socket Signaling isnt the clearest however as the airport was build in  steps Half of the gates are bus boarding only It has a convenient metro connection to the city center Wifi was quite good and staff friendly and helpful,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Malta,airport,Robin Bramhall,2022-10-19,Great Airport We travelled from Manchester and from landing to leaving the airport it only took us  minutes For the return flight we checked our bags in  minutes and took just another  to get through security etc The departure lounge is bright and welcoming and boarding just took a few minutes Good experience I wish more airports were like this,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Pakistan Intl Airlines,airline,Syed Muhammad Sohaib Tariq,2020-10-05,Karachi to Gwadar Travelled with this airline after I had travelled on a short a domestic flight early September  Flight in general was smooth and scenic Ground staff were also pleasant and helpful I see some betterment in overall operations particularly in terms of punctuality,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Malta,airport,N Valine,2022-07-20,Great airport no time waiting In  minutes we were out with our check in luggage Professional personnel Thumbs up Signage very good and easy accessible to everyone,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Malta,airport,Robin Bramhall,2022-10-19,Great Airport We travelled from Manchester and from landing to leaving the airport it only took us  minutes For the return flight we checked our bags in  minutes and took just another  to get through security etc The departure lounge is bright and welcoming and boarding just took a few minutes Good experience I wish more airports were like this,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Brussels Airlines,airline,Jeffrey Tannenbaum,2024-09-10,Surprisingly good experience Cabin staff were unbelievably attentive and helpful Food and beverages were excellent for airline food Boarding and deboarding were well organized Only downside was business configuration was  and flat bed was not as comfortable as on other airlines,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Brussels Airlines,airline,Jeffrey Tannenbaum,2024-09-10,Surprisingly good experience Cabin staff were unbelievably attentive and helpful Food and beverages were excellent for airline food Boarding and deboarding were well organized Only downside was business configuration was  and flat bed was not as comfortable as on other airlines,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Darwin Airline,airline,Florian Wissmann,2016-02-08,Zurich to Geneva return with Darwin Airline Booking and checkin was smooth online checkin was not available Boarding was quick maybe due to light load factors on both segments Both flights were on time arrival even early Very nice cabin crew comfortable seats with huge seat pitch s style on the Saab  I can recommend them at least for flights from and to Geneva I am aware that Darwin Airline has some punctuality issues But that never happened to me Great value for money,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Small Planet Airlines,airline,I Parker,2017-11-13,On time departure from Larnaca to Leipzig Very friendly crew I was surprised that  of them including first officer was from Greece and Cyprus Very nice and colorful aircraft that makes your day Wind in Leipzig was not calm it was about  kts Perfect landing,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Granada,airport,Paul Harvey,2009-05-15,A very easy airport to use Arriving on an evening Ryanair flight deplaning was quick passport control almost friendly and the airport bus was immediately outside to speed us to town for only  Return was just as easy the security staff were friendly plenty of seating in both the main airport and the gate area No WIFI but one rarely gets everything,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Robert L Bradshaw St Kitts,airport,Mike Sargent,2010-05-26,Arriving here is a potential nightmare especially at the weekends They are just not geared up to handle more than one jet the size of  at a time Queues at passport control can stretch almost out to the tarmac and although very friendly and courteous they are so slow Baggage reclaim takes forever and it is just a scrum to try and get through customs On the last trip we were in a queue for customs clearance and the officer in charge of our line just disappeared We had to start all over again,1.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cambodia Angkor Air,airline,40 reviewsStephan Stegner,2019-12-13,Phnom Penh to Siem Reap The check in was fast and the staff friendly The departure  arrival were punctual and the aircraft made an average good maintained impression The seat distance was sufficiently good Despite the short flight there was a small bite and water Overall a good experience,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Nordwind Airlines,airline,G Kostov,2021-07-20,No frills quick easy safely and clean flights from Dagestan to Moscow The airplane was clean the staff in nice uniforms professional They packed us quickly flew us safely the baggage was out sooner than I made it to the carousel Only a glass of water for the whole flight but it is only  hours Nothing to complain about would fly again and recommend,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Alliance Airlines,airline,Paula Hatcher,2024-01-03,Today we flew on VA Brisbane to Townsville I usually fly Jetstar as it suits my time requirements This flight was perfect the seats were much more comfortable and the staff were the best I have experienced they could not have been more helpful I could not fault Alliance in any way and I would always be happy with them  We had just flown from Perth and we were both pretty tired so thankyou so much,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Palm Springs,airport,J Marshall,2011-10-29,Great little airport Everything in one location  baggage belts next to car hire desks and you walk out into the car park and collect your car Will be my preferred choice now rather than coming in via LAX or SAN and facing a  hour drive,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Kaohsiung,airport,Steven Cao,2013-07-09,Very nice regional airport convenient access to the city via metro clean and well organized not many shops and restaurants but only  minutes away from city and all flights are shorthaul who need to spend couple of hours at airport for shoppping Staff are all friendly and helpful,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Royal Air Maroc,airline,Charles Roberts,2024-07-15,Ground staff at JFK could have been better I had a great deal of luggage and needed a special staff member to handle tagging It was hard to find him  and found out he hadnt been informed for several minutes Seats comfortable to Casablanca good flight crew good catering Casablanca to Lagos had an excellent crew and the best airline catering Ive had in decades of traveling Id definitely fly them again,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cagliari,airport,Federico Muscogiuri,2005-04-25,Clean and efficient I was very impressed with Elmas airport Staff are friendly and the airport is very well connected to the city centre by bus The fare is only   Only one negative point once youre past the international departures hall there are no shops only one small cafe near gate  otherwise this is one of the best regional airports I have visited so far,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Lusaka,airport,Keith Mwanalushi,2005-05-10,In the last  years Lusaka International Airport has been going through a re development programme which has seen an upgrade in its infrastructure The old  style check in counters have been replaced and updated The airport has received new ground handling equipment escalators and lifts Having been invited on a press tour of the facility i got to see first hand what is happening The airport is very clean cleaner than some more developed airports I have seen in my travels,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Palma de Majorca,airport,2 reviewsOliver Rosik,2024-01-20,Really excellent airport I flew to and from Palma De Mallorca airport for a weeks holiday There was absolutely no queues But it was am so it was expected But even when I arrived at about pm the queues were short and went very fast Definitely a great experience No delays or inconvenience except for most of the shops being closed on departure but as stated earlier it was  in the morning Highly recommend,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Volotea,airline,Jokiñe Moragues,2025-03-22,Es una aerolnea fantstica el personal es muy amable el precio muy asequible Me gustara que hubiera vuelos a ms lugares A Gran Canaria solamente hay dos vuelos a la semana desde mi lugar de residencia estara mejor que hubiera mas  Its a fantastic airline the staff is very friendly and the prices are very affordable I wish there were flights to more places There are only two flights a week to Gran Canaria from where I live more would be better,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Binter Canarias,airline,Colin Pay,2014-03-03,TFNGMZ return on ATR Very good  minute flights Served cup of water and chocolate bar Great views of a snow capped Mt Teide on left going and right returning,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Pula,airport,Dora Reis,2019-09-05,Really small airport but everything went fine Fast check in and fast security check Theres only one coffee shop   kuna for a cappuccino and  kuna for water is a decent price People speak English and are friendly The WiFi works fine but you have to get the password from the personnel I asked a girl from the duty free shop Taking  points away only because the WiFi password is not available somewhere and you have to ask and there are no nice seating areas,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cairo,airport,E Marsani,2024-09-02,Went through Cairo airport during my recent trip arriving from Emirates and leaving to the UK both in terminal  Despite the long queues in departure being a bit of a hassle the coordinators were incredibly helpful They did their best to address any issues and kept things moving as smoothly as possible The terminal itself is pretty modern and clean the lounge is amazing and while it could use a few more amenities i would say it was an overall satisfying experience a solid  out of,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
AirAsia Zest,airline,Mark Landingin,2015-08-21,The ground staff in Puerto Princesa Airport and air crew of flight Z  were so kind and understanding I have traveled via AirAsia Philippines  times and I havent encountered any problems with them I always find their crew friendly The online booking is easier to navigate and payment process is smooth compared to the trouble I experienced with the other local airline,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Wroclaw,airport,Z Domagala,2015-05-20,I travelled all around the world I saw many regional airports WroclawBreslau was excellent Everything went quickly Staff were really helpful no queues Brilliant seats before departure No problem with luggage One minus  no good access to the city transport You must take a taxi to drive to the center,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Aerocaribbean,airline,Philip Jensen,2010-12-31,Havana  Cayo Coco return A one hour flight with an old ATR turboprop Seats surprisingly comfortable and we were offered a free drink plus candy onboard Nothing special but we arrived on time,8.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.22628571428571426
Air China,airline,O Odin,2024-12-05,Pros The flight attendants were kind and helped us with the wifi for  minutes Very helpful mindful and demure The food was great I was not expecting that Legroom was wonderful Me being m there was easily lots of legroom Theseat was hard IFE sucked and dirty floors,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Orient Thai Airlines,airline,M Sun,2012-11-01,HKGBKK I booked with them because it was the only airline available Check in took  hr in HKG and plane was a  year old B Entertainment was pretty much nothing and seats were the most uncomfortable Ive ever experienced Plane and bathroom were unclean I booked a seat in the upper deck and it was quiet Food was horrible Only good thing was the value because I you pretty much get everything for that cheap price,3.0,Positive,Positive,Positive,Positive,Negative,3/3,,1.0
