review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_sentiment
Cooma-snowy Mountains,airport,Roger Stone,2007-09-04,rather cold and impersonal although food shop and checkin staff pleasant and I was able to checkin over an hour before departure Extraordinary use of loudspeaker systems inside and outside the terminal playing a local radio station at full blast It seems this airport is owned by the local radio station so loudspeakers are used to blast their advertisements at you as you alight from the Regional Express aircraft Beware that the terminal is shut until about an hour or so before an aircraft arrives or departs and one is forced to look for shelter where one can if dropped off a little early Strange place,0.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Yogyakarta,airport,5 reviewsYohanes Cahyo Adi,2018-03-30,The Airport has two Terminal old Terminal for Domestic only is called Terminal A and the new one for Domestic and International is called Terminal B Theres no different security check for Domestic and International at Terminal B First security check before checkin second security check for boarding gate then for International Departure you need a third security check usually you need only two security checks Its tiring with all the queuing No food and drink shops at international departures,5.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Aircalin,airline,26 reviewsGyan Fernando,2018-11-11,Flew Nadi Fiji to Wallis Island Aircalin is the flag carrier of New Caledonia and although a small airline provided a good service There were no boarding problems and the flight was on time This was a very short flight and the cabin service was appropriate,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Palm Springs,airport,M Greenspan,2023-03-22,The baggage claim carousels had incorrect labeling about which flight they were serving There was a hoard of people waiting for all the rental cars We had checked in online but there was no way to utilize this,3.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Astana,airport,Adrian Pritchard,2023-02-26,Astana Airport feels more like a bus station than an international airport Its tiny That said staff are friendly and will go out of their way to help you buy and install a Sim card There are a few of the usual taxi touts but not too many and they accept no There are a few shops but none of those annoying overpriced boutiques which is a good thing Wifi appeared to work,8.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Beauvais,airport,Neil Gardner,2024-08-17,I have had worse In Africa Ive been in few African airports that were positively scary but this wasnt as bad On a plus note check in was excellent and super fast security and customs very polite also There are not enough seats so prepare to sit on the floor Im currently sitting awaiting a Ryanair to Belfast so cross your fingers for us,7.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
US Airways,airline,Catherine Cox,2015-10-30,My US Airways departure flight was late but I made it at the last moment to my connecting flight and they had all ready given my seat away I went to customer service and they got me a connecting flight and nothing else I spent hours overnight in LAX waiting on my flight for the next morning and who wouldnt love to do that after a day of travelling They didnt even offer me a food voucher or a cot to sleep on I did contact customer service through their site and nothing they said they would address the issue You think they would at least have offered to pay for my bag on the return trip or given me a sandwich or something Yes I did do economy but it was still over a And a customer should be respected because were the ones who keep them in business,1.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Akasa Air,airline,Harshil Pabari,2025-03-18,Good Airline to fly with Good staff and services there were no delays in departure and arrival The luggage at the belt came very fast Only the problem was Seat was not comfortable,7.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Milan Malpensa,airport,Michele Caforio,2024-09-15,I was afraid about leaving just before mid August in the peak holiday season Instead everything was fine Security checks were really fast and for passport control we waited minutes All in all a smooth experience and plenty of places to have some snack or drink before boarding,9.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Neutral
Japan Airlines,airline,16 reviewsMichael Little,2024-10-23,The airport checkin desks and booths only opened at am less than mins before our flight A very friendly attendant helped us at the booth JAL does not allow domestic business class passengers into its lounges Boarding by zone was very efficient for both flights and the onboard welcomes were cheery The business class seating was comfortable but basic across in the A and across on the B Only drinks were served coffee tea juice water no snacks Our plane arrived a little late at Takamatsu due to congestion at Haneda Unfortunately one of our cases was apparently left out in the rain at Takamatsu airport for some time resulting in water seeping into it,7.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
ITA Airways,airline,Catarina Coelho,2025-03-18,I had a problem doing the online checkin the website did not allowed me to change the name on the reservation So both boarding passes got the same name instead of one for my boyfriend The company did not solve or prevent this situation I had to change my travel plans altogether,2.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Jazeera Airways,airline,Ghulam Mohiuddin,2023-07-19,The flight staff is very nice and helpful airplane is pretty clean Barely any delays Very cheap They need to improve their online Customer service I called them and messaged them on WhatsApp many times in a week but they only attended my call once at the very end International calling wasted a lot of my money Their part of the Kuwait airport is very claustrophobic Its very boring because it was very limited on stores And snacks and fast food was very expensive they dont serve snacks I shouldnt complain about this because the flight being cheap makes up for it You have to order food for the flight hours before the flight with money They have something called Jazeerascreens which is a flight entertainment website that you can access with their on plane wifi Awesome replacement to save money but it only works on phones and didnt work on my laptop,5.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Tehran Imam Khomeini,airport,T Kelvin,2017-11-20,Arrival was super speedy world class speed by the immigration guy Airport facilities money changer is up until the time we arrive in there early pm ish local time Kudos to the landside staff However departure is a different story travelers are mire with last minute opening of AAX counters where usually it opens three hours ahead of time however at IKA it opens hours before departure time For non Iranians immigration queue is super long with one female officer working only we had to queue for more than minutes just to clear our passport Before immigration the seats are not enough to contains all the travellers and after the immigration there isnt any trolleys to move the luggage of us Good part about IKA you will feel safe in the airport with thorough checks and the presence of officers in military fatigue the security here is top notch After immigration there are sleeping benches at the most behind of gates Improvements to be done add more chairs before the immigration speed up the passport clearance and introduce trolleys after immigration,5.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Aruba Reina Beatrix,airport,Pam Thompson,2024-10-07,I like Aruba after I get thru the airport But shame on the people in charge for creating this situation You charge for a fast track while only having two attendants working the regular kiosk At least six to eight people selling the fast track Two to three hours standing to get through the regular customs People around us stating they will not return Not encouraging returns visits Shame on Aruban authorities,4.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
fastjet,airline,Andrew Warren,2019-03-01,Dar es salaam to Mbeya I bought my ticket in October on the Fastjet website I turned up to fly in February from Dar to Mbrya to be told by airport staff that the airline had ceased flying Right up until the day if departure its website still showed the flight as on time They never even bothered sending me an email telling me they werent flying any more Then I sent seven emails and made five phone calls to their office asking for a refund phone was never answered emails never replied to I went to their office this morning and demanded a refund they now say they will give me my money back in working days time I will wait to see if it happens Be warned do not fly with this airline,1.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Porter Airlines,airline,E Visser,2024-12-31,This case seems warranted as a warning to anyone with a disability and related service dog After calling Porter to report traveling with a service animal a month in advance submitting appropriate documentation and being approved to travel with said dog I arrived at the Toronto airport to check in and was told no service dog was on record I provided my printed documentation which was scoured for the next minutes Finally the check in assistant approved my paperwork and added a service dog to my reservation They checked my bags printed my boarding passes and we proceeded to the gate to wait for boarding to begin When the gate attendant scanned my ticket I was moved to the side so Porter could finish boarding Porter employees then proceeded to close the gate and inform me I was barred from boarding the flight because my service dog was not documented Considering we fly together on flights a year I thought there must be some mistake Much to my dismay Porter both gate attendant and disability help line told me they couldnt point me in the direction of assistance refund me or help me in any way shape or form beyond their toll free customer service number hr estimated hold time They said they didnt have my documentation in their call center so I was not allowed to fly I was instructed to go back out of TSA security pick up my checked bags on a carrousel and wait hours after resubmitting my service dogs paperwork to try and rebook Sweat tears and hours later AirCanada got me a flight on the spot accepted the same paperwork and did not discriminate against me for having a disability which requires me to travel with an animal trained to attend to my medical needs,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Malaga,airport,Sarah Grimshaw,2023-10-09,It seems several flights have arrived at once and immigration is not geared up to deal with so many passengers even though Malaga is now the th largest airport in Spain So far weve waited mins and its still a long way to go No information provided over the speakers and no staff to explain why the delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Yichang Sanxia,airport,S Yang,2021-07-20,First impressions of the airport when entering are pretty good there was staff at the entrance that were eager to help However the check in counter is then a different story Security behind the luggage x day scanner at check in was rude and disrespectful at best Both the person in front of me and I were unaware that we packed a portable charger in our check in that was our fault fine But the security staff then shouted at us to open our luggage he then proceeded to throw things in our luggage all over a table without a single touch of care He then swore at us in front of everyone and pronounced that the other person and I were idiots How this airport can put up a four star plaque with confidence is beyond my belief I have never encountered such a toxic person in the air travel industry For reference this was on in the evening at check in counter,1.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
Orient Thai Airlines,airline,R Chan,2013-01-25,Flight delay on December from HKG to BKK for hours It was supposed to be an early morning flight ended up arriving BKK at pm My family needs to transfer to Pattaya which ended up losing one day vacation No customer service staff at Hong Kong airport to explain the situation and all passengers were stuck at the airport,0.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Zurich,airport,M Collie,2025-03-18,Airport was working smoothly for arrival and departure with no appreciable delays No queues at immigration or security indeed not that many passengers around A marked improvement from earlier trips,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Hannover,airport,Hans Mueller,2024-10-09,Hannover ist ein mittelgrosser Flughafen Mio Passagier wrde ich sagen Der Flughafen liegt etwa km ausserhalb der Stadt Hannover in Langenhagen Kurze Wege sind hier ein Vorteil Die letzten Flge waren pnktlich checkin war zgig und auch vor der Luftsicherheitskontrolle war die Wartezeit annehmbar Hanover is a mediumsized airport I would say million passengers The airport is located about km outside the city of Hanover in Langenhagen Short distances are an advantage here The last flights were on time checkin was quick and the waiting time at air security was also acceptable,9.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Malaysia Airlines,airline,Glenn Taylor-Biffen,2025-03-14,Selected vegetarian meals for these flights and they were provided as requested quite tasty too Very pleased with the extra legroom seats despite the costs but confusion appeared to reign with the seat numbers fortunately the cabin staff were okay and we laughed it off However despite your spouse who also requested a veg meal suggests you swap seats on the long haul it certainly makes a flight attendant frown were both the same surname btw Now given what happened with the Singapore Airlines incident in bad turbulence last year does it really warrant a ban on hot drinks due to an odd bump or small bounce The second flight was great but leg room was a bit tight However thank you to the attendant who asked the woman in front to realign her seat because I couldnt get my tray table down,9.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Air New Zealand,airline,Phillip Stirton,2025-01-07,Travelled with Air New Zealand on Boeing Auckland to Honolulu in business class The ground handling was some of the best I have experienced Regrettably the experience quickly became more than a little disappointing The layout in herringbone pattern resulted in providing no privacy and very limited space Given that the herringbone style was already discredited by the time ANZ introduced this pattern it is hard to understand why they went with that option The appalling layout was only exceeded by the extremely poor onboard service with poor menu choice and failure to provide the supper and breakfast requested It gave the impression that the attendants didnt know what they were doing or were not interested As a long term user of ANZ and having found their serviceproduct very competitive this latest experience has left me looking to other airlines for long haul flights what a shame,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Vancouver,airport,N Morton,2024-09-20,The airport advertises Verified Traveller program and has signage but this option didnt exist I was shunted into regular lineup When I asked the security guard about it he shrugged told me to empty out everything and looked away until I started doing it As I was packed for the express line and they are very old school wanting belts etc off laptops in their own tray I ended up using trays Grateful I didnt have kids with me,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
TAME,airline,G Borden,2020-03-21,Do not fly with this company I booked a flight from Lago Agrio to Quito for the morning of March From Quito I had connecting flights to Panama and then to Los Angeles leaving at pm On March rd while I was on a bus into Lago Agrio Tame alerted me that my flight had been rescheduled for pm which meant I could not catch my connecting flights I spent half of my stay trying to get hold of someone at the company to see about rescheduling or arranging a refund but never succeeded No one ever picked up the phone or returned my messages I also talked to Priceline and they could not reach the company either Instead I reluctantly cut my visit short and took an overnight bus back to Quito to catch my remaining flights At the airport I spoke to the Tame desk who told me they could not work with me and gave me an email address The email address doesnt work Priceline filed a refund request on my behalf which Tame has denied Tame is not an airline company it is a racket Avoid them at all costs,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Barcelona,airport,Marco Frias,2024-08-21,Getting worse and worse We arrived on a from JFK They didnt have a gate for us the put us on a parking space and said that we were going to deplane by bus The stairs took minutes to arrive and almost an hour to finally get us to emigration This airport is not even the shadow of what used to be,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
euroAtlantic Airways,airline,J Styller,2019-10-04,New York to Copenhagen The seats were absolutely tiny No screens This was in place of Norwegian The flight attendants were nowhere to be found most of the flight The lights were on all night When I left the plane I felt like I could breathe again,2.0,Positive,Neutral,Neutral,NEGATIVE,Negative,,True,Neutral
Las Vegas,airport,Lance Wilkerson,2024-02-24,God bless the amazing lady from Flint Michigan I cant remember her name I threw my back out the day before my flight I was hunched over and could barely walk She got a wheel chair for me and took me though security and all the way to my gate Waited for my plane and rolled me down the jet bridge I dont know what I wouldve done without her kindness I hope she knows how much shes appreciated,10.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Dinard,airport,Alex Johnson,2017-04-20,Dinard Airport arrival experience was excellent I was second off the plane so got out within minutes Departure was a nightmare hrs queuing to get through passport control and security Theres only one Douane and security lane which isnt enough for full Ryanair flights Our flight had to be delayed by mins so everyone could get on Once in the departure lounge there is limited seating and a vending machine thats all and just toilets for everyone The terrace bar before security is very nice though,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Air Macau,airline,M Rearden,2018-04-17,Hangzhou to Macau I have had the misfortune of flying Air Macau numerous times over the past years On virtually every occasion the flight has been late often by at least hours The airline has the annoying habit of boarding passengers first and only then informing them of the delay creating a long and frustrating wait on the tarmac The Macau Beijing route seems particularly liable to delay but recently I have travelled on Air Macau to Hangzhou and Nanjing and both flights were hours late with little or no explanation Air Macau gives the impression that it simply does not care After many years of international travel Air Macau is quite simply the most unreliable airline I have ever had the misfortune to fly on,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
WestJet Airlines,airline,Hossein Zargar,2025-02-23,This was the First time i choose WestJet and it will be the last time The delay was about hours without any reasons First they said it has a delay for two hours because they want to repair the airplane Then they added one hour after one hour After five hours delay they said we cant repair this airplane and we will give you another one After hours the new airplane arrive from Winnipeg to Toronto When the passenger came out of the plane they said we have to find captain and crew for this airplane plane Finally after hours we departed I have never had a like this delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Skymark Airlines,airline,Daniel Friedrich,2019-08-27,Skymark is fine when all goes well On the outbound trip from Tokyo to Shin Chitose my partner and I had no problems Checking was done by machine and boarding was prompt Inflight seats are okay and legroom is okay for an LCC The return trip never happened We checked in and went to get lunch at the airport before the flight As we made our way to security we saw the flight was canceled As all other SkyMark flights to Tokyo were full we were told we had find our own way back after which point we could apply for reimbursement of our new tickets cost All other airlines serving HND were full today so we ended up on Vanilla Air to NRT and getting home nearly nine hours later than planned Skymark followed their rules so we cannot fault their front line staff for the lack of service The bottom line with Skymark is that unless you are prepared to fend for yourself if something goes wrong its better to pay a bit more for an airline like JAL or ANA that is focused on customer service,2.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Iran Aseman Airlines,airline,Parsa Farjam,2016-08-22,Tehran to Shiraz with Iran Aseman Airlines The F is old The windows are scratched and poor The seats are not comfortable and ugly Nice takeoff and landing but even at the front of the plane the engines are noisy The plane was old and not so clean Really not a good time on the flight Cabin staff are nice and catering is not bad Overall its not good,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
Jeddah,airport,H Amin,2023-12-23,Visited through this Airport nd time for Umrah in Jeddah Airport North Terminal The women Immigration officers were pathetic and unprofessional Always busy with their own business and not doing the immigration work One of the women Immigration officer asked my partner if she can speak Arabic my wife replied No in response to my wifes reply the officer questions back why not It is none of her business if my wife could speak Arabic or not The women officers react as if they are doing a top level job or something extra ordinary they are not polite at all,5.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Azul Airlines,airline,Carla Rinaldi,2025-01-14,Never again This is a classic sentence said by customers and I really hope we will never need to buy tickets with Azul again We tried to book a flight from Manaus to Rio de Janeiro but the process was extremely complicated because we are not Brazilian and dont have a CPF It took forever and we had to try multiple times Eventually we managed to book the tickets and received a confirmation email so we assumed everything was fine However a few days later we realized they had sent another email saying the payment was pendingfor reasons unknown No problem we thought Lets try again Thats when the real trouble began We wanted to pay again using a card but it wasnt possible They offered PIX as a payment option but as foreigners we dont have access to PIX What were we supposed to do We tried to contact customer service We called different numbers sent an email and even messaged them on Facebook and Instagram No responseuntil finally after minutes on hold someone picked up The Azul representative told us the only way to fix the payment issue was to go to the Manaus airport in person up to four hours before the flight This was not a solution for us We were on an organized tour in the Amazon and couldnt just leaveand its so why couldnt they send us a payment link to finalize the process Still the answer was no Finally a kind Brazilian offered to help us pay via PIX We sent her the payment link but it expired in just seven minutes We sent another link but after that we werent given another chance to try The result We had to cancel a night and a day of our tour lose money and deal with immense frustration Azuls customer service is nonexistent They dont help and they seem to actively make things difficult for foreigners by requiring CPF for booking and PIX for payment To make matters worse their tickets arent even cheap,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
ZIPAIR,airline,Hussam Yousif,2024-11-14,The price of the fare was very reasonable and affordable but there was no food on board served for free unless you ordered and paid for it also there was no entertainment screen to watch movies,7.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Georgian Airways,airline,Charles McDonald,2023-06-16,Didnt actually fly Georgian Airways I attempted for a day and a half to book a flight on their website Incredibly cumbersome and user unfriendly site I got to the end and tried to pay the site site churned for a long time then switched back to the pay screen requiring me to reenter everything This happened I believe more than a dozen times A couple of entries just resulted in a failed screen If I waited too long I was required to additionally reenter all my demographics I sent an email to the airline requesting assistance I received no response The next day I tried again Finally switched from my Visa to an American Express card This resulted in being emailed an AMEX SafeKey code to verify I wanted to use this vendor Being emailed the code meant that my card info had been entered correctly I gain emailed the airline for assistance hours alter Ive not received any response,1.0,Positive,Negative,Positive,NEGATIVE,Negative,,True,Neutral
Gothenburg-landvetter,airport,Jyri Hämäläinen,2017-09-29,I got extremely frustrated by how none of the toilets in the entire airport were suitable for a toddler My daughter is too old to wear diapers but also too small to use a big and scary adultsized toilet seat None of the toilets were equipped with a childsized toilet seat or even a plastic potty so she ended up peeing herself in frustration both on arrival and our departure a few days later The airport is small but otherwise meets all expectations you might have of a modern airport so I found this particular lack of preparedness extremely strange,5.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Air Djibouti,airline,Georgios Vrontos,2023-01-29,Boarding was by bus departure on time Plane was in a good condition There was a limited IFE through your mobile adequate for such a hour flight Inflight service was a bottle of water There was buy MENU available,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Air Moldova,airline,Boris Poliakov,2021-03-07,Prior to flight it was a struggle to book mobility assistance for my half blind mum Eventually I booked it and received confirmation No assistance was provided in Chisinau for her to catch connecting flight with only min to do it She struggled on her own I will never book them again,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Air Busan,airline,Mike Benz,2020-01-01,Seoul to Kuala Lumpur When we arrived at the airport min before departure time the counter was empty Nobody up there and the automatic checkin was disabled After walking all over to find their offices we were greeted by an employee who told us they closed the counter min prior to flight as a company policy There was no effort on her part to open the door or offering any alternatives I dislike that attitude in any kind of service,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Tigerair Australia,airline,R Halson,2020-03-16,Gold Coast to Melbourne Absolutely shocking will never fly with this unprofessional airline again I tried checking into my flight online a few hours before the flight left their app would not let me I also tried using webjet which just rejected my check in I had no luggage with me so I had planned to get everything I needed to get done in Gold Coast before my flight and walk on smoothly minutes before it departed however because of their online check in not working and being put on hold for an hour just to ask someone to assist over the phone I missed my flight Nobody cared to help me out or even compensate me in the slightest way for their website and app faults The man at the counter just informed me that if you dont have an allocated seat on the flight your check in online wont work Great thanks for the heads up I would love to see where that is outlined for their passengers to follow The next flight was a few hours later for I am only a student and would rather pay to get onto a JetstarQantas flight so that I never have to deal with them again,2.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
Medellin,airport,Miguel Salcedo-Gomez,2016-01-14,Its an airport that is showing its age and needs urgent remodelling Immigration security checks and customs were relatively fast but there are certain peak times when many international flights arrive and this may cause things to slow down I couldnt believe my ears when asked where the elevator was and they told me that it was out of order When travelling with heavy bags this isnt what you want to hear Wifi provided by Airplan was good but tends to get slow during hectic hours Medellin has seen a recent increase in the number of passengers international flights and could be an alternative to the nice Bogota International Airport but a lot of effort and work has to be done before this materialises,6.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Boutique Air,airline,Rae Leslie,2022-10-17,Purchased a book of flight vouchers for the Phoenix to Show Low route in December Boutique dropped this route in July and are dragging their feet on refunding my unused vouchers Have spoken with customer service twice in July and September and been told they would be refunded but as of October they have not,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Transavia,airline,D Basin,2024-11-12,We were not aware that our cabin suitcase was cm too wide Our last trip was last January when the suitcases were still with us We have now paid euros twice for Cabin Baggage and Priority Boarding euros euro surcharge on suitcases on the outward journey euros for the two suitcases as checked luggage on the return journey That is euros for two kilo suitcases that were centimeters too wide In addition we were unable to use priority boarding on the outward journey because we had to pay the surcharge at a very busy counter All in all a big damper on our holiday fun We believe that we have been disproportionately affected by Transavias new baggage rules,2.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
United Airlines,airline,Richard Hooks,2025-03-29,I took my annual vacation to Cebu Philippines in November The attendants are not very professional nor friendly The return flight was even worse The flight from Seoul ICN was the biggest issue The flight boarded and took off but had to return to the airport for a technical issue The flight attendant said the plane was out of balance This was after hours into the flight Then we were put on the Skybridge while the problems more than just the weight distribution were fixed One point to consider was I had a hour layover in Seoul We finally took off again after a long wait Upon arriving in San Francisco SFO the connecting flight had taken off an hour earlier I was supposed to have a hour layover in SFO I had to wait another hours for another flight no meal voucher no hotel room no compensation After finally arriving in Raleigh RDU my luggage was not present So I had to file a claim for lost luggage No compensation or any concern about it The Luggage claims desk did not even know there was a flight arriving that morning I had to make numerous phone calls one representative actually laughed about it I have not received any compensation from United for their lack of professionalism and availability to conduct a flight operation within a reasonable schedule,1.0,Positive,Negative,Positive,NEGATIVE,Negative,,True,Positive
Somon Air,airline,R Shumann,2012-12-03,FRADYUFRA I was a little dubious about this airline but both flights were on time and in a new aircraft FRADYU was six hours had a basic dinner and soft drink service no alcohol and sandwich before arrival Crew passed out thick blankets but no pillows No IFE either DYUFRA left at am Tajik time no food service on an overnight flight I would fly again because of convenience its hard to get to Dushanbe,5.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
St Pete-Clearwater,airport,Albert Kelley,2015-06-18,Like Punta Gorda Florida this airport is serviced by Allegiant Airlines The physical building and TSA staffing can not handle the volume of passengers When flights are departingarriving every inch of the building is full of people It is a fire hazard and impossible for people to move through the terminal As a result one needs to plan for spending hours there to get to your gate and then the flight will most likely also be late in departing If you need to check luggage it is even more of a nightmare Parking and signage is also inadequate,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Ulaanbaatar,airport,L Nunn,2006-11-20,What an experience Genghis Khan ULN proved to be I arrived with my small group at for an MIAT flight Several full flights and staffed checkin desks No queuing system exists pushing and shoving is standard Checkin staff vanish leaving empty desks No management and nobody can answer questions We started queuing at and we were finally checked in at Other than the checkin hall and a blur of corridors as I ran to the aircraft I saw nothing of the airport Recommendations Time the patience of a saint and stand your ground Oh and a small child seems to be a golden ticket the the front of the queue,0.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Darwin Airline,airline,Sarah Protti,2016-10-01,Lugano to Biarritz via Geneva with Eithad Regional operated by Darwin Airline Cabin Crew very nice check in and security check in Lugano and Biarritz very fast and without problems But the route never again it is more comfortable by TGV even if a hour trip In Geneva for minutes and obliged to leave the aircraft wait for hand baggage brought with the bus at GVA airport run through the airport found an immense queue to pass again the security check I was ashamed to run to the front of the queue and arrived to go back on the bus to return to the same aircraft same crew Tried during the previous to find out how to avoid the same crazy run on the flight back to Lugano without answers Last Monday arrived hours before departure in Biarritz with no possibility to have the boarding pass from GVA to Lugano but confirmation by check in staff that we could stay on the aircraft and receive the boarding pass from security crew However in GVA obliged to leave the aircraft to run the same crazy way but with the new difficulty to pass the security check without boarding pass whilst our names were called as last call to the gate Arrived to the gate with a whole bus waiting the employee gave us the boarding cards and asked us but why did you not remain on the aircraft After days we are always waiting an answer from Eithad Regional,2.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
PAL Express,airline,S McSorley,2013-12-25,MNL Bacolod MNL Outbound trip OK No real issues apart from PAL Express web site stating all PAL Express flights leave from NAIA terminal when in fact this one leaves from Terminal Plane OK and cabin service pretty much what you would expect from a low cost airline Return journey absolutely dreadful Arrived Bacolod in plenty of time and checked in No mention at check in of any delays Passed through to airside where indicators showed the flight now scheduled at No explanation offered and no staff visible to ask Around finally an announcement that the aircraft would arrive at and depart at No apology or explanation offered Eventually boarded after and took off around Attempted to ask gate staff why the delay and received the meaningless response false alarm at Manila After hours in an airport with no food outlets cabin service amounted to a dry biscuit and some water On arrival at Manila all the usual arrival announcements were made and only as an afterthought was an apology made for the late arrival but again no explanation given We then parked at a remote stand Not an issue except that no steps could be found for about minutes De planing then seemed to take an age The reason for this became apparent as we reached the top of the stairs A flight with about people on board was being serviced by a single bus with capacity for around at a time Result nearly an hour from landing to reach the terminal All in all as a national carrier PAL bring shame on their nation,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Royal Air Maroc,airline,11 reviewsH Merel,2024-10-11,The Boeing J class recliner seat is old not comfortable no IFE Breakfast service is a misery omelet served with chunks of hard boiled beef My Boeing J class seat not cleaned previous passenger blankets tossed in the legs compartment oily window glass dust and hair all over the place Pictures attached for you to judge Sad to pay that much for such a miserable service,3.0,Negative,Negative,Positive,NEGATIVE,Negative,,True,Positive
Libyan Airlines,airline,Mohamed Ansari,2018-12-22,I travelled from Doha to Libya via Tunis as Transit My check in baggage reached from Qatar to Tunis I have requested help desk to transfer my luggage to Tripoli and I was told will do but not transferred at the time of flying I have all my dresses with that baggage so request the authority to look in this matter and do needful to transfer my luggage My friends also not received checkin luggage since more than months,4.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Ulaanbaatar,airport,Cansu Albayrak,2023-09-11,They took everyones passport and boarding passes in the transit desk without an explanation They showed us to an elevator and up to the second floor The guy at the desk said he will bring the passports up later We kept waiting When no one came after something passengers and more than half an hour i went back down to ask when to get our passports back and they said they will be delivered at the boarding which for me is hours later at am Instead of trying to get some rest i am waiting to get my passport and boarding pass back in the middle of the night which is kept in a stack of other passports and boarding passes,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Air India Express,airline,Sunprova Borah,2025-02-12,Airport team charged extra for the seats saying i have not booked the seats My questions is when i book a flight ticket technically am i not also booking a seat then why was i asked to pay extra for the seat When i asked for a free seat it was denied and in hurry were made to pay for the seat This is something against our will No airlines charges extra unless it is preferred seat,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Trapani-birgi,airport,M Heathcote-Smith,2010-10-20,Trapani is still a partly military airport with fencing all around the civilian area and perhaps this is why it seems so crowded and perhaps because Ryanair have hugely increased their flights recently The result is that the landside arrivals was crowded but not too bad but the car park was full and the car hire area overflowing with double treble and quadruple parked cars Finding the right person and right car and attempting to get out of the airport was not easy and all this despite the airport saying that the number of parking and car hire spaces have been increased recently On the way back the departure lounge with nice views which would be pretty much filled up with three planes full was further strained by the fact that there were about or more extra aircraft at the airport due to Palermo being temporarily closed a Windjet aircraft had landed metres short of the runway Overall Trapani is fine but it seems to be reaching saturation despite recent extensions both inside and out Whilst it was a minor irritation for us I imagine a few extra passengers could cause problems of the sort to make you tear your hair out Just hope that you dont arrive immediately after a couple of other aircraft or you could be in for a long wait for your baggage car hire etc and just getting out of the car park,3.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
